IPM1S05 0
IPM1S05 0
IPM1S07 0
IPM1S07 0
IPM1S08 0
IPM1S09 0
IPM1S10 0
IPM1E01 0
IPM1E02 0
IPM1E03 0
IPM1A01 0
IPM1A03 0
IPM1A03 0
IPM1A04 0
IPM1A05 0
IPM1A06 0
IPM1A07 0
IPM1A08 0
IPM1A09 0
IPM1A10 0
IPM1A13 0
IPM1A14 0
IPM1A16 0
IPM1A16 0
IPM1A18 0
IPM1A18 0
IPM1A19 0
IPM1A21 0
IPM1A23 0
IPM1A24 0
IPM1A26 0
IPM1A26 0
IPM1A28 5.06113e-05
IPM1A28 5.06113e-05
IPM1A29 3.54531e-05
IPM1A31 0.005331
IPM1A33 0.049707
IPM1A34 0.09181
IPM1A36 0.10134
IPM1A36 0.10134
IPM1A38 0.06911
IPM1A38 0.06911
IPM1A39 0.019727
IPM1R01 0.042266
IPM1R01 0.042266
IPM1R02 0.29256
IPM1R03 0.58846
IPM1R04 0.39561
IPM1R06 0.38277
IPM1R06 0.38277
IPM1R08 0.15004
IPM1R08 0.15004
IPM1R09 0.032781
IPM1R10 0.125139
IPM1R10A 0.016372
